Date,Open,High,Low,Close,Vol.,Change %,ATR(14)
"Mar 13, 2019",164.56,164.68,164.18,164.47,459.08K,-0.04%,0.6800000000000027
"Mar 14, 2019",164.21,164.45,164.07,164.13,542.78K,-0.21%,0.6621428571428599
"Mar 15, 2019",164.22,164.45,163.94,164.14,560.01K,0.01%,0.6685714285714296
"Mar 18, 2019",164.22,164.36,163.96,164.27,454.40K,0.08%,0.6614285714285728
"Mar 19, 2019",164.22,164.35,163.63,163.96,727.89K,-0.19%,0.6471428571428594
"Mar 20, 2019",163.89,164.53,163.84,164.25,566.59K,0.18%,0.6378571428571453
"Mar 21, 2019",164.39,164.93,164.32,164.85,725.54K,0.37%,0.6571428571428604
"Mar 22, 2019",164.65,165.86,164.62,165.74,1.01M,0.54%,0.6957142857142884
"Mar 25, 2019",165.58,165.97,165.34,165.66,623.21K,-0.05%,0.7028571428571452
"Mar 26, 2019",165.79,165.83,165.45,165.58,600.79K,-0.05%,0.6750000000000053
"Mar 27, 2019",165.79,166.7,165.68,166.59,1.07M,0.61%,0.7371428571428608
"Mar 28, 2019",166.54,166.75,166.21,166.39,755.69K,-0.12%,0.6378571428571453
"Mar 29, 2019",166.26,166.42,166.02,166.34,695.14K,-0.03%,0.6450000000000001
"Apr 01, 2019",166.21,166.21,165.6,165.67,730.96K,-0.40%,0.6392857142857135
"Apr 02, 2019",165.7,166.17,165.7,166.11,563.23K,0.27%,0.6392857142857135
"Apr 03, 2019",165.93,166.0,165.18,165.4,820.78K,-0.43%,0.6771428571428564
"Apr 04, 2019",165.28,165.66,165.19,165.52,596.19K,0.07%,0.6742857142857142
"Apr 05, 2019",165.35,165.52,165.07,165.36,552.26K,-0.10%,0.6778571428571435
"Apr 08, 2019",165.38,165.55,165.14,165.36,358.59K,0.00%,0.6557142857142882
"Apr 09, 2019",165.29,165.64,165.11,165.48,543.18K,0.07%,0.644285714285715
"Apr 10, 2019",165.54,166.0,165.4,165.89,583.76K,0.25%,0.6385714285714285
"Apr 11, 2019",165.82,165.87,165.51,165.58,510.18K,-0.19%,0.577142857142856
"Apr 12, 2019",165.64,165.79,164.56,164.62,951.27K,-0.58%,0.6199999999999984
"Apr 15, 2019",164.59,164.76,164.33,164.66,650.83K,0.02%,0.6235714285714238
"Apr 16, 2019",164.65,164.94,164.39,164.6,661.54K,-0.04%,0.5828571428571406
"Apr 17, 2019",164.5,164.59,164.06,164.3,679.00K,-0.18%,0.5828571428571406
"Apr 18, 2019",164.42,165.27,164.33,165.22,768.22K,0.56%,0.6235714285714279
"Apr 19, 2019",165.12,165.12,165.12,165.12,-,-0.06%,0.5778571428571411
"Apr 23, 2019",165.01,165.13,164.71,164.94,557.09K,-0.11%,0.5721428571428545
"Apr 24, 2019",164.99,165.78,164.96,165.73,717.03K,0.48%,0.5657142857142828
"Apr 25, 2019",165.7,165.8,165.56,165.69,533.57K,-0.02%,0.549285714285712
"Apr 26, 2019",165.77,165.92,165.55,165.82,503.15K,0.08%,0.5435714285714235
"Apr 29, 2019",165.8,165.84,165.33,165.55,523.12K,-0.16%,0.5507142857142782
"Apr 30, 2019",165.48,165.69,164.84,165.31,938.72K,-0.14%,0.5735714285714225
"May 02, 2019",165.16,165.48,164.97,165.24,772.20K,-0.04%,0.5671428571428508
"May 03, 2019",165.12,165.45,164.82,165.26,599.61K,0.01%,0.5849999999999937
"May 06, 2019",165.51,165.86,165.31,165.44,324.79K,0.11%,0.5399999999999961
"May 07, 2019",165.59,166.18,165.24,166.08,825.20K,0.39%,0.576428571428569
"May 08, 2019",166.06,166.47,165.92,166.2,807.47K,0.07%,0.576428571428569
"May 09, 2019",166.14,166.54,166.1,166.26,713.53K,0.04%,0.5692857142857122
"May 10, 2019",166.12,166.4,165.94,166.25,617.04K,-0.01%,0.5328571428571414
"May 13, 2019",166.33,166.61,166.1,166.52,581.37K,0.16%,0.5621428571428575
"May 14, 2019",166.51,166.72,166.31,166.59,583.82K,0.04%,0.5614285714285724
"May 15, 2019",166.66,167.43,166.57,166.94,963.28K,0.21%,0.5628571428571446
"May 16, 2019",167.06,167.27,166.78,166.95,793.12K,0.01%,0.5807142857142874
"May 17, 2019",167.04,167.41,166.86,167.06,626.13K,0.07%,0.5935714285714307
"May 20, 2019",166.98,167.07,166.63,166.79,551.28K,-0.16%,0.5885714285714313
"May 21, 2019",166.74,166.9,166.33,166.49,772.87K,-0.18%,0.5685714285714312
"May 22, 2019",166.52,166.9,166.44,166.72,681.34K,0.14%,0.5650000000000038
"May 23, 2019",166.91,167.4,166.86,167.22,784.24K,0.30%,0.5685714285714332
"May 24, 2019",167.28,167.33,167.1,167.24,524.82K,0.01%,0.5421428571428615
"May 27, 2019",167.35,167.69,167.18,167.64,260.21K,0.24%,0.5114285714285752
"May 28, 2019",167.55,167.93,167.52,167.8,944.51K,0.10%,0.5014285714285742
"May 29, 2019",167.91,168.13,167.85,168.02,838.69K,0.13%,0.4935714285714304
"May 30, 2019",167.84,168.21,167.72,168.0,730.32K,-0.01%,0.4957142857142876
"May 31, 2019",168.33,168.63,168.3,168.34,1.33M,0.20%,0.5042857142857144
"Jun 03, 2019",168.59,168.69,168.33,168.37,1.70M,0.02%,0.5007142857142851
"Jun 04, 2019",168.48,168.68,168.39,168.46,1.45M,0.05%,0.46142857142856997
"Jun 05, 2019",168.5,168.84,168.38,168.68,231.63K,0.13%,0.45928571428571274
"Jun 06, 2019",168.72,169.01,168.7,168.95,25.35K,0.16%,0.4435714285714271
"Jun 07, 2019",171.3,171.8,171.25,171.72,674.79K,1.64%,0.615714285714286
"Jun 10, 2019",171.55,171.66,171.06,171.11,488.85K,-0.36%,0.6221428571428577
"Jun 11, 2019",171.11,171.42,170.98,171.36,540.20K,0.15%,0.6207142857142856
"Jun 12, 2019",171.38,171.62,171.32,171.48,565.27K,0.07%,0.5935714285714287
"Jun 13, 2019",171.45,171.69,171.39,171.54,507.65K,0.03%,0.5985714285714282
"Jun 14, 2019",171.63,171.99,171.59,171.78,586.20K,0.14%,0.5942857142857159
"Jun 17, 2019",171.71,171.75,171.42,171.56,479.35K,-0.13%,0.5907142857142885
"Jun 18, 2019",171.54,172.88,171.51,172.86,1.00M,0.76%,0.6650000000000043
"Jun 19, 2019",172.67,172.72,172.09,172.16,713.17K,-0.40%,0.6850000000000043
"Jun 20, 2019",172.59,172.7,172.41,172.64,667.62K,0.28%,0.6785714285714326
"Jun 21, 2019",172.55,172.65,171.95,172.07,712.32K,-0.33%,0.7028571428571492
"Jun 24, 2019",172.02,172.59,172.02,172.47,463.68K,0.23%,0.7214285714285771
"Jun 25, 2019",172.45,172.91,172.45,172.88,578.80K,0.24%,0.7214285714285771
"Jun 26, 2019",172.76,172.82,172.26,172.5,647.74K,-0.22%,0.7421428571428643
"Jun 27, 2019",172.36,172.77,171.92,172.62,700.99K,0.07%,0.5992857142857214
"Jun 28, 2019",172.67,172.84,172.46,172.74,487.24K,0.07%,0.5792857142857214
"Jul 01, 2019",172.57,173.33,172.47,173.3,622.88K,0.32%,0.6092857142857225
"Jul 02, 2019",173.3,173.5,172.97,173.35,603.38K,0.03%,0.6257142857142932
"Jul 03, 2019",173.59,173.9,173.53,173.67,653.58K,0.18%,0.643571428571436
"Jul 04, 2019",173.72,174.05,173.61,173.85,483.44K,0.10%,0.6428571428571489
"Jul 05, 2019",173.94,173.96,172.99,173.18,709.22K,-0.39%,0.6864285714285765
"Jul 08, 2019",173.41,173.7,173.29,173.51,512.17K,0.19%,0.6257142857142891
"Jul 09, 2019",173.35,173.46,173.04,173.21,565.77K,-0.17%,0.6042857142857169
"Jul 10, 2019",173.05,173.08,172.02,172.51,1.09M,-0.40%,0.6507142857142887
"Jul 11, 2019",172.54,172.73,171.5,171.82,812.40K,-0.40%,0.6885714285714296
"Jul 12, 2019",171.55,171.88,171.25,171.68,766.69K,-0.08%,0.6928571428571441
"Jul 15, 2019",171.74,172.42,171.49,172.33,502.40K,0.38%,0.7264285714285705
"Jul 16, 2019",172.33,172.68,172.16,172.34,580.06K,0.01%,0.7192857142857138
"Jul 17, 2019",172.47,173.13,172.44,172.93,528.06K,0.34%,0.7149999999999973
"Jul 18, 2019",173.12,173.63,173.02,173.25,629.37K,0.19%,0.7378571428571397
"Jul 19, 2019",173.47,173.57,173.27,173.39,436.42K,0.08%,0.6992857142857096
"Jul 22, 2019",173.39,173.79,173.29,173.78,408.71K,0.22%,0.6971428571428524
"Jul 23, 2019",173.61,173.97,173.56,173.91,397.22K,0.07%,0.6871428571428514
"Jul 24, 2019",173.78,174.51,173.74,174.3,600.27K,0.22%,0.7107142857142789
"Jul 25, 2019",174.26,174.92,173.49,174.01,985.68K,-0.17%,0.7435714285714202
"Jul 26, 2019",174.25,174.3,173.92,174.21,407.41K,0.11%,0.7335714285714232
"Jul 29, 2019",174.32,174.57,174.27,174.46,390.38K,0.14%,0.7257142857142794
"Jul 30, 2019",174.43,174.65,174.36,174.55,402.73K,0.05%,0.6614285714285647
"Jul 31, 2019",174.61,175.28,174.52,175.07,594.05K,0.30%,0.6278571428571362
"Aug 01, 2019",175.03,175.88,174.73,175.44,728.99K,0.21%,0.664999999999994
"Aug 02, 2019",175.72,176.1,175.62,175.82,864.96K,0.22%,0.6457142857142811
"Aug 05, 2019",175.98,176.63,175.93,176.22,588.13K,0.23%,0.6664285714285663
"Aug 06, 2019",176.61,176.74,176.12,176.58,538.52K,0.20%,0.65428571428571
"Aug 07, 2019",176.75,177.74,176.72,177.36,801.06K,0.44%,0.6871428571428534
"Aug 08, 2019",177.0,177.42,176.38,176.93,851.12K,-0.24%,0.7385714285714248
"Aug 09, 2019",177.5,177.55,176.96,177.16,535.28K,0.13%,0.7471428571428537
"Aug 12, 2019",177.15,177.68,177.03,177.44,340.32K,0.16%,0.7642857142857115
"Aug 13, 2019",177.5,177.84,177.31,177.68,579.11K,0.14%,0.7471428571428557
"Aug 14, 2019",177.71,178.49,177.62,178.31,638.59K,0.35%,0.7071428571428575
"Aug 15, 2019",178.4,179.66,178.18,179.06,885.06K,0.42%,0.7857142857142837
"Aug 16, 2019",179.39,179.58,178.14,178.6,739.02K,-0.26%,0.8628571428571438
"Aug 19, 2019",178.72,178.84,177.82,178.15,738.53K,-0.25%,0.9150000000000021
"Aug 20, 2019",178.19,179.19,178.19,178.9,638.04K,0.42%,0.9350000000000023
"Aug 21, 2019",178.76,178.83,178.19,178.68,545.22K,-0.12%,0.903571428571431
"Aug 22, 2019",178.73,178.94,177.65,178.04,886.66K,-0.36%,0.9485714285714307
"Aug 23, 2019",178.01,178.83,177.48,178.54,648.61K,0.28%,0.9871428571428608
"Aug 26, 2019",179.08,179.21,178.22,178.52,448.01K,-0.01%,1.0135714285714326
"Aug 27, 2019",178.51,179.07,178.45,178.94,518.17K,0.24%,0.9750000000000044
"Aug 28, 2019",179.0,179.46,178.88,179.3,709.33K,0.20%,0.942142857142863
"Aug 29, 2019",179.2,179.36,178.57,178.94,734.95K,-0.20%,0.9542857142857214
"Aug 30, 2019",178.91,179.27,178.63,179.1,721.96K,0.09%,0.9535714285714363
"Sep 02, 2019",179.18,179.2,178.6,178.96,608.73K,-0.08%,0.9585714285714358
"Sep 03, 2019",178.89,179.67,178.81,179.32,1.61M,0.20%,0.9578571428571487
"Sep 04, 2019",178.97,179.0,177.98,178.52,972.35K,-0.45%,0.9478571428571497
"Sep 05, 2019",178.57,178.57,176.97,177.31,225.60K,-0.68%,0.9592857142857188
"Sep 06, 2019",177.35,177.78,177.09,177.7,8.21K,0.22%,0.9357142857142894
"Sep 09, 2019",175.21,175.3,174.19,174.24,645.23K,-1.95%,1.1121428571428607
"Sep 10, 2019",174.31,174.52,173.75,173.98,711.97K,-0.15%,1.116428571428575
"Sep 11, 2019",173.8,174.38,173.65,174.24,619.52K,0.15%,1.076428571428575
"Sep 12, 2019",174.03,175.62,173.23,173.93,1.24M,-0.18%,1.1507142857142887
"Sep 13, 2019",173.52,173.63,172.18,172.44,949.71K,-0.86%,1.2050000000000023
"Sep 16, 2019",172.51,173.13,172.4,172.98,600.07K,0.31%,1.2128571428571442
"Sep 17, 2019",172.99,173.16,172.67,172.87,581.50K,-0.06%,1.2064285714285725
"Sep 18, 2019",172.87,173.48,172.65,173.37,505.36K,0.29%,1.2092857142857127
"Sep 19, 2019",173.07,173.4,172.86,173.3,531.38K,-0.04%,1.202142857142854
"Sep 20, 2019",173.32,173.84,173.23,173.47,475.45K,0.10%,1.202857142857141
"Sep 23, 2019",173.6,174.64,173.29,174.54,683.11K,0.62%,1.2378571428571417
"Sep 24, 2019",174.19,174.88,174.03,174.73,576.51K,0.11%,1.202857142857141
"Sep 25, 2019",174.88,174.97,173.93,174.36,692.84K,-0.21%,1.1628571428571408
"Sep 26, 2019",174.11,174.46,174.03,174.32,523.32K,-0.02%,1.144285714285713
"Sep 27, 2019",174.35,174.54,174.05,174.21,451.67K,-0.06%,0.9285714285714265
"Sep 30, 2019",174.35,174.36,173.77,174.25,531.34K,0.02%,0.9157142857142831
"Oct 01, 2019",174.23,174.25,173.31,174.2,848.64K,-0.03%,0.9307142857142837
"Oct 02, 2019",173.86,174.04,173.6,173.79,612.93K,-0.24%,0.8028571428571395
"Oct 03, 2019",173.88,174.78,173.88,174.46,618.53K,0.39%,0.7485714285714258
"Oct 04, 2019",174.53,174.75,174.33,174.49,429.51K,0.02%,0.7264285714285685
"Oct 07, 2019",174.54,174.72,174.17,174.31,337.41K,-0.10%,0.730714285714283
"Oct 08, 2019",174.24,174.69,173.86,174.67,556.10K,0.21%,0.730714285714283
"Oct 09, 2019",174.52,174.56,173.85,174.05,481.56K,-0.35%,0.750714285714283
"Oct 10, 2019",174.06,174.14,172.57,173.0,793.96K,-0.60%,0.8192857142857102
"Oct 11, 2019",172.67,173.15,172.08,172.39,951.59K,-0.35%,0.79928571428571
"Oct 14, 2019",172.38,172.94,172.32,172.58,405.05K,0.11%,0.7828571428571394
"Oct 15, 2019",172.57,172.82,171.63,171.89,742.15K,-0.40%,0.7935714285714255
"Oct 16, 2019",171.72,172.29,171.37,171.58,884.39K,-0.18%,0.8285714285714241
"Oct 17, 2019",171.64,171.93,170.73,171.72,845.84K,0.08%,0.8792857142857124
"Oct 18, 2019",171.73,171.88,171.24,171.49,441.62K,-0.13%,0.8828571428571398
"Oct 21, 2019",171.45,171.46,170.78,170.89,432.61K,-0.35%,0.8664285714285691
"Oct 22, 2019",170.88,171.73,170.76,171.42,533.81K,0.31%,0.8928571428571408
"Oct 23, 2019",171.68,171.93,171.44,171.67,490.85K,0.15%,0.8585714285714273
"Oct 24, 2019",171.55,171.96,171.16,171.83,705.59K,0.09%,0.8857142857142861
"Oct 25, 2019",171.67,171.8,171.12,171.35,480.14K,-0.28%,0.8971428571428574
"Oct 28, 2019",171.26,171.35,170.56,170.7,569.51K,-0.38%,0.894285714285715
"Oct 29, 2019",170.68,171.14,170.6,171.04,507.31K,0.20%,0.8742857142857149
"Oct 30, 2019",171.05,171.36,170.79,171.06,520.84K,0.01%,0.8028571428571455
"Oct 31, 2019",171.24,172.03,171.17,171.76,723.72K,0.41%,0.7957142857142888
"Nov 01, 2019",171.84,171.99,171.35,171.42,485.30K,-0.20%,0.7971428571428609
"Nov 04, 2019",171.47,171.47,170.91,170.99,449.13K,-0.25%,0.7521428571428613
"Nov 05, 2019",170.9,170.95,170.3,170.53,736.20K,-0.27%,0.7357142857142905
"Nov 06, 2019",170.45,170.94,170.22,170.67,567.25K,0.08%,0.701428571428575
"Nov 07, 2019",170.87,170.97,169.17,169.57,1.14M,-0.64%,0.7842857142857197
"Nov 08, 2019",169.4,169.89,169.12,169.69,693.21K,0.07%,0.788571428571432
"Nov 11, 2019",169.64,169.99,169.46,169.56,350.12K,-0.08%,0.7571428571428608
"Nov 12, 2019",169.67,169.83,169.26,169.54,576.49K,-0.01%,0.7614285714285752
"Nov 13, 2019",169.75,170.45,169.67,170.36,703.02K,0.48%,0.769285714285717
"Nov 14, 2019",170.26,171.15,170.26,170.99,620.54K,0.37%,0.7821428571428604
"Nov 15, 2019",170.92,171.05,170.65,170.85,413.78K,-0.08%,0.7542857142857186
"Nov 18, 2019",170.89,171.06,170.55,170.84,481.34K,-0.01%,0.7521428571428613
"Nov 19, 2019",170.84,171.0,170.66,170.91,448.05K,0.04%,0.7357142857142885
"Nov 20, 2019",171.0,171.56,170.95,171.09,703.99K,0.11%,0.7128571428571462
"Nov 21, 2019",171.24,171.35,170.56,170.75,686.08K,-0.20%,0.7235714285714303
"Nov 22, 2019",170.65,171.27,170.31,171.24,687.67K,0.29%,0.7521428571428592
"Nov 25, 2019",171.15,171.24,170.94,171.09,473.06K,-0.09%,0.7242857142857174
"Nov 26, 2019",171.04,171.49,170.88,171.45,497.72K,0.21%,0.7164285714285755
"Nov 27, 2019",171.3,171.52,171.13,171.35,639.29K,-0.06%,0.6157142857142901
"Nov 28, 2019",171.42,171.6,171.16,171.26,486.68K,-0.05%,0.5921428571428626
"Nov 29, 2019",171.29,171.4,170.91,171.07,884.11K,-0.11%,0.5892857142857204
"Dec 02, 2019",170.99,171.0,169.85,169.92,1.68M,-0.67%,0.6357142857142902
"Dec 03, 2019",170.02,171.14,169.74,171.04,1.65M,0.66%,0.6707142857142888
"Dec 04, 2019",171.06,171.31,170.56,170.7,966.54K,-0.20%,0.6607142857142877
"Dec 05, 2019",170.7,170.84,170.06,170.32,147.38K,-0.22%,0.6878571428571446
"Dec 06, 2019",170.37,170.53,170.18,170.53,12.90K,0.12%,0.6764285714285734
"Dec 09, 2019",172.1,172.59,172.02,172.37,374.59K,1.08%,0.7992857142857162
"Dec 10, 2019",172.34,172.45,172.07,172.23,488.02K,-0.08%,0.7800000000000011
"Dec 11, 2019",172.31,172.88,172.17,172.63,431.70K,0.23%,0.7742857142857166
"Dec 12, 2019",172.7,172.99,171.61,171.75,665.98K,-0.51%,0.8042857142857157
"Dec 13, 2019",171.23,172.31,170.75,172.1,729.47K,0.20%,0.894285714285715
"Dec 16, 2019",172.16,172.43,171.8,171.92,511.32K,-0.10%,0.8957142857142851
"Dec 17, 2019",172.03,172.29,171.96,172.13,417.67K,0.12%,0.894285714285713
"Dec 18, 2019",172.11,172.4,171.35,171.48,485.08K,-0.38%,0.9378571428571425
"Dec 19, 2019",171.6,171.66,170.9,171.28,562.47K,-0.12%,0.9571428571428555
"Dec 20, 2019",171.26,171.63,171.06,171.54,304.51K,0.15%,0.9107142857142837
"Dec 23, 2019",171.56,171.88,171.3,171.43,193.93K,-0.06%,0.8521428571428556
"Dec 27, 2019",171.69,171.79,171.42,171.61,168.14K,0.11%,0.8249999999999987
"Dec 30, 2019",171.58,171.68,170.42,170.49,360.68K,-0.65%,0.8592857142857143
"Jan 02, 2020",170.54,171.42,170.19,171.26,509.18K,0.45%,0.9221428571428569
"Jan 03, 2020",171.1,172.38,171.1,172.12,528.22K,0.50%,0.8664285714285711
"Jan 06, 2020",172.45,172.6,172.07,172.24,496.41K,0.07%,0.8771428571428572
"Jan 07, 2020",172.21,172.31,171.91,172.12,582.59K,-0.07%,0.8549999999999999
"Jan 08, 2020",172.5,173.22,171.26,171.78,825.68K,-0.20%,0.8964285714285722
"Jan 09, 2020",171.31,171.51,171.01,171.14,732.94K,-0.37%,0.8400000000000014
"Jan 10, 2020",171.31,171.43,170.85,171.35,555.74K,0.12%,0.8364285714285741
"Jan 13, 2020",171.36,171.43,170.71,170.76,611.44K,-0.34%,0.8614285714285737
"Jan 14, 2020",170.74,171.08,170.65,171.01,694.22K,0.15%,0.8171428571428591
"Jan 15, 2020",171.05,171.72,171.01,171.46,672.85K,0.26%,0.8135714285714316
"Jan 16, 2020",171.62,171.8,171.35,171.72,637.67K,0.15%,0.8050000000000048
"Jan 17, 2020",171.66,171.82,171.46,171.61,484.60K,-0.06%,0.7892857142857191
"Jan 20, 2020",171.76,171.76,171.52,171.67,233.91K,0.03%,0.7800000000000031
"Jan 21, 2020",171.75,172.27,171.55,172.21,752.51K,0.31%,0.7414285714285731
"Jan 22, 2020",172.04,172.5,171.91,172.33,584.94K,0.07%,0.6957142857142884
"Jan 23, 2020",172.41,173.09,172.35,173.03,765.00K,0.41%,0.6585714285714305
"Jan 24, 2020",172.82,173.54,172.6,173.28,812.60K,0.14%,0.6878571428571446
"Jan 27, 2020",173.75,174.27,173.41,174.23,892.31K,0.55%,0.730000000000002
"Jan 28, 2020",174.11,174.48,173.48,173.68,885.02K,-0.32%,0.6614285714285728
"Jan 29, 2020",173.66,174.28,173.41,174.06,628.56K,0.22%,0.6685714285714296
"Jan 30, 2020",174.23,174.65,174.23,174.57,761.98K,0.29%,0.6692857142857146
"Jan 31, 2020",174.29,175.3,174.16,175.04,763.63K,0.27%,0.6992857142857157
"Feb 03, 2020",175.1,175.14,174.62,174.88,692.50K,-0.09%,0.7057142857142854
"Feb 04, 2020",175.06,175.07,174.25,174.53,837.83K,-0.20%,0.7135714285714272
"Feb 05, 2020",174.33,174.63,173.65,173.92,947.84K,-0.35%,0.7514285714285681
"Feb 06, 2020",173.71,173.96,173.42,173.82,762.86K,-0.06%,0.7642857142857135
"Feb 07, 2020",173.87,174.42,173.84,174.18,725.07K,0.21%,0.7900000000000001
"Feb 10, 2020",174.33,174.69,174.01,174.57,500.71K,0.22%,0.7871428571428579
"Feb 11, 2020",174.48,174.55,174.13,174.26,766.47K,-0.18%,0.7764285714285718
"Feb 12, 2020",174.17,174.2,173.72,174.02,737.95K,-0.14%,0.7607142857142861
"Feb 13, 2020",174.16,174.64,174.05,174.27,879.84K,0.14%,0.7378571428571418
"Feb 14, 2020",174.29,174.59,174.1,174.48,470.47K,0.12%,0.702142857142856
"Feb 17, 2020",174.35,174.52,174.08,174.45,264.96K,-0.02%,0.6621428571428558
"Feb 18, 2020",174.51,174.92,174.29,174.53,761.81K,0.05%,0.644999999999998
"Feb 19, 2020",174.41,174.74,174.28,174.66,635.29K,0.07%,0.6357142857142841
"Feb 20, 2020",174.55,175.12,174.51,174.96,869.93K,0.17%,0.5978571428571412
"Feb 21, 2020",174.98,175.37,174.77,174.93,955.61K,-0.02%,0.6035714285714278
"Feb 24, 2020",175.39,175.86,175.13,175.58,1.26M,0.37%,0.6114285714285715
"Feb 25, 2020",175.37,176.21,175.21,176.02,1.13M,0.25%,0.6128571428571438
"Feb 26, 2020",175.88,176.3,175.38,175.83,1.41M,-0.11%,0.6400000000000006
"Feb 27, 2020",175.99,176.89,175.86,176.58,1.34M,0.43%,0.6728571428571419
"Feb 28, 2020",176.52,177.79,176.52,177.46,1.46M,0.50%,0.7149999999999973
"Mar 02, 2020",177.82,178.38,177.0,177.83,1.98M,0.21%,0.7821428571428543
"Mar 03, 2020",177.41,178.25,176.83,177.74,1.84M,-0.05%,0.8449999999999969
"Mar 04, 2020",178.23,178.36,177.46,177.9,1.17M,0.09%,0.864999999999999
"Mar 05, 2020",177.55,178.9,177.5,178.59,167.78K,0.39%,0.9299999999999987
"Mar 06, 2020",179.02,179.56,179.0,179.44,12.75K,0.48%,0.9678571428571416
"Mar 09, 2020",177.21,179.31,177.05,178.23,994.79K,-0.67%,1.0935714285714266
"Mar 10, 2020",177.55,177.91,175.41,177.59,1.28M,-0.36%,1.2621428571428541
"Mar 11, 2020",177.07,177.91,176.55,176.77,1.01M,-0.46%,1.3157142857142807
"Mar 12, 2020",176.81,177.64,175.9,176.5,1.01M,-0.15%,1.3971428571428512
"Mar 13, 2020",176.32,176.57,173.12,174.17,1.01M,-1.32%,1.5771428571428499
"Mar 16, 2020",174.6,175.25,171.97,172.17,623.39K,-1.15%,1.7399999999999929
"Mar 17, 2020",172.0,172.47,170.9,171.93,773.97K,-0.14%,1.7864285714285626
"Mar 18, 2020",171.39,171.39,168.24,168.79,879.20K,-1.83%,1.9742857142857073
"Mar 19, 2020",170.01,171.18,167.52,167.94,813.15K,-0.50%,2.144999999999994
"Mar 20, 2020",168.53,170.84,168.52,170.42,543.20K,1.48%,2.2535714285714232
"Mar 23, 2020",170.69,171.54,170.22,171.12,496.86K,0.41%,2.2464285714285666
"Mar 24, 2020",171.13,171.38,170.19,170.27,454.21K,-0.50%,2.2671428571428516
"Mar 25, 2020",170.5,170.78,169.34,169.62,464.92K,-0.38%,2.269999999999994
"Mar 26, 2020",169.69,171.35,169.69,171.07,545.09K,0.85%,2.3242857142857076
"Mar 27, 2020",170.95,173.07,170.9,172.56,560.94K,0.87%,2.308571428571422
"Mar 30, 2020",172.94,173.83,172.62,173.6,427.48K,0.60%,2.1978571428571376
"Mar 31, 2020",172.84,173.16,172.33,172.51,508.92K,-0.63%,2.191428571428566
"Apr 01, 2020",172.7,173.48,172.23,172.57,483.25K,0.03%,2.156428571428567
"Apr 02, 2020",172.56,172.6,171.6,171.92,540.02K,-0.38%,1.981428571428568
"Apr 03, 2020",171.96,172.44,171.8,172.06,391.64K,0.08%,1.7928571428571385
"Apr 06, 2020",171.85,172.05,171.42,171.82,320.31K,-0.14%,1.7264285714285685
"Apr 07, 2020",171.81,171.9,170.24,170.49,567.35K,-0.77%,1.5814285714285685
"Apr 08, 2020",170.79,171.31,170.0,170.46,620.31K,-0.02%,1.413571428571426
"Apr 09, 2020",170.12,171.09,170.01,170.9,455.32K,0.26%,1.2835714285714264
"Apr 14, 2020",170.47,171.71,170.28,171.54,274.44K,0.37%,1.2914285714285703
"Apr 15, 2020",171.42,172.78,171.36,172.68,532.34K,0.66%,1.307857142857141
"Apr 16, 2020",172.43,172.9,172.04,172.67,459.93K,-0.01%,1.2664285714285708
"Apr 17, 2020",172.44,172.89,172.17,172.85,299.09K,0.10%,1.1942857142857142
"Apr 20, 2020",172.65,173.01,172.19,172.41,392.72K,-0.25%,1.097857142857143
"Apr 21, 2020",172.54,173.26,172.45,172.91,528.25K,0.29%,1.067857142857142
"Apr 22, 2020",172.71,172.95,171.67,172.0,517.77K,-0.53%,1.0685714285714292
"Apr 23, 2020",171.85,172.48,171.29,172.1,571.17K,0.06%,1.0642857142857147
"Apr 24, 2020",172.38,172.87,172.27,172.76,417.98K,0.38%,1.047857142857144
"Apr 27, 2020",172.68,172.91,172.23,172.45,392.52K,-0.18%,1.0507142857142884
"Apr 28, 2020",172.4,172.84,172.09,172.75,423.81K,0.17%,1.05857142857143
"Apr 29, 2020",172.75,173.28,172.58,173.06,531.31K,0.18%,0.990000000000001
"Apr 30, 2020",172.95,174.57,172.94,174.43,780.39K,0.79%,1.0128571428571433
"May 04, 2020",174.37,174.69,173.77,174.04,497.88K,-0.22%,1.0014285714285702
"May 05, 2020",174.13,174.55,173.42,174.41,642.96K,0.21%,0.9799999999999999
"May 06, 2020",174.15,174.23,173.19,173.3,599.62K,-0.64%,0.9657142857142864
"May 07, 2020",173.49,174.08,172.89,173.89,652.67K,0.34%,0.9892857142857159
"May 08, 2020",173.87,174.24,173.52,173.77,302.21K,-0.07%,0.9892857142857159
"May 11, 2020",173.47,173.74,173.13,173.53,445.98K,-0.14%,0.9764285714285746
"May 12, 2020",173.18,173.49,172.8,173.37,616.39K,-0.09%,0.9678571428571457
"May 13, 2020",173.55,173.92,173.41,173.63,550.62K,0.15%,0.9157142857142873
"May 14, 2020",173.56,174.08,173.5,173.65,540.23K,0.01%,0.8721428571428598
"May 15, 2020",173.62,174.23,173.59,173.74,471.06K,0.05%,0.8628571428571438
"May 18, 2020",173.75,174.09,172.61,173.16,678.10K,-0.33%,0.9199999999999997
"May 19, 2020",172.82,173.11,172.26,172.7,685.90K,-0.27%,0.9307142857142858
"May 20, 2020",172.76,172.97,172.51,172.72,547.62K,0.01%,0.91357142857143
"May 21, 2020",172.89,173.27,172.66,173.15,432.62K,0.25%,0.8407142857142885
"May 22, 2020",173.11,173.52,172.93,173.12,460.08K,-0.02%,0.8171428571428611
